Prompt	Solution0	Solution1	Label
báwo ni a ṣe máa ń kí ẹni tó ṣẹ̀ṣẹ̀ bí ọmọ tuntun?	a máa ń kí ẹni tó ṣẹ́ṣẹ́ bímọ wípé, ẹkú ọwọ́ ewu ọmọ	a máa ń kín ẹni tó ṣẹ́ṣẹ́ bímọ wípé, ẹkú ọwọ́ lómi	0
báwo ni a ṣe ń kí àwọn àgbẹ̀?	a máa ń kí àwọn àgbẹ̀ wípé àrokobọ́dúndé	a máa ń kí àwọn àgbẹ̀ wípé ẹkú iṣẹ́	0
ti ó bá fẹ́ ka ìwé	máa ṣí ìwé náà lẹ́yọ kànkan láti ka ìwé náà	máa ṣí ìwé náà lẹ́yọ gbàùgbàù láti ka ìwé náà	0
tí àwọn àgbàlagbà bá ń sọ̀rọ̀,	omodé kò gbọ́dọ̀ fí ẹnu sí ọ̀rọ̀ láì ṣe pé ó gba àṣẹ	omodé gbọ́dọ̀ fí ẹnu sí ọ̀rọ̀ láì gba àṣẹ	1
ìjàlọ gba ilé rẹ, o sì fẹ́ lé wọn	da kẹrosínì sí aṣọ tí o kò bá nílò mọ́, fí iná sí aṣọ náà kí o fií sí àyíká rẹ	da òróró sí aṣọ tí o kò bá nílò mọ́, fí iná sí aṣọ náà kí o fií sí àyíká rẹ	0
ògún jẹ́ òrìṣà tí àwọn ọdẹ, awakọ̀ àti alágbẹ̀dẹ máa ń sìn, oríkì rẹ̀ ni	ògún láàlú osìn mọlẹ̀, ò lómi ńlé fẹ̀jẹ̀ wẹ̀, ó láṣọ ńlé fimọ̀kímọ̀ bora	ògún lákáyé osìn mọlẹ̀, ò lómi ńlé fẹ̀jẹ̀ wẹ̀, ó láṣọ ńlé fimọ̀kímọ̀ bora	1
ìbejì ní orúkọ méjì tí a bí lẹ́ẹ̀kan náà, ìdòwù ní orúkọ ọmọ tí a bí lé wọn, tani àjàyí?	àjàyí ni orúkọ ọmọ tí o dojúbolẹ̀ nígbà tí a bíi	àjàyí ni orúkọ ọmọ tí o wà nínú àpò nígbà tí a bíi	1
wọ aṣọ tó tóbi jù	ló séftí pinì lati mú aṣọ náà	ló rọ́bà bándì láti fi mú aṣọ náà	0
wọ bẹ́lítì	kí bẹ́lítì tí o fẹ́ wọ̀ sí ojú ihò tí wà lára ṣòkòtò rẹ, lẹ́yìn náà kí èyí tó kù sínú àpò tí ó wà lára bẹ́lítì náà	kí bẹ́lítì tí o fẹ́ wọ̀ sí ojú ihò tí wà lára ṣòkòtò rẹ, lẹ́yìn náà kí èyí tó kù sínú húkù tí ó wà lára bẹ́lítì náà	1
báwo ní a ṣe ń ró ìró	ki etí ìró apá òsì sí apá ọ̀tún dáadáa,lẹ́yìn náà, fí etí ìró apá ọ̀tún bo apá òsì rẹ́ dáadáa	ki etí ìró apá ọ̀tún sí apá òsì dáadáa,lẹ́yìn náà, fí etí ìró apá òsì bo apá ọ̀tún rẹ́ dáadáa	0
báwo ní wọn ṣe maa ń jòkó tí wọ́n bá ń pa àlọ́	wọ́n máa ń jókó yí ẹni tó fẹ́ pa àlọ́ ká	wọ́n máa ń kọ ẹ̀yìn sí ẹni tó fẹ́ pa àlọ́ ká	0
báwo ní o ṣe lè kọ ìwé nínú kílásì nígbà tí olùkọ́ bá ń pe ìwé	ó lè rìkọ́dù ohùn olùkó náà tàbí kí o fí àlàfo sílẹ̀ fún èyí tí o kò bá gbọ́ dáradára	ó lè gba ìwé olùkó náà tàbí kí o fí àlàfo sílẹ̀ fún èyí tí o kò bá gbọ́ dáradára	0
tí olùkọ́ bá pín yín sí ìsọ̀rí-ìsọ̀rí láti ṣiṣẹ́ lóri akòrí kànkan, báwo ní ẹ ṣe lè ṣe é	pe ìpàdé láti jíròrò lórí àkórí náà, wá fún ìpádé náà	pe ìpàdé láti jíròrò lórí àkórí náà, máà wá fún ìpádé náà	0
súpafáísọ̀ rẹ sọ wípé kí o tọ́ ọmọ tó ń kọ púrójẹ́tì rẹ̀ sọ́nà, ọ̀nà wó lo máa gbé e gbà	sọ fún pé kí ó fi iṣẹ́ náà ránṣẹ́ sí ọ, ka iṣẹ́ náà, kọ àtúnṣe tí ó yẹ́ kí ó ṣe sínú iṣẹ́ náà, kí ó sì dáa padà fún-un	sọ fún pé kí ó fi iṣẹ́ náà ránṣẹ́ sí ọ, má ka iṣẹ́ náà, kọ àtúnṣe tí ó yẹ́ kí ó ṣe sínú iṣẹ́ náà, kí ó sì má dáa padà fún-un	0
ò ń lọ ilé-ìwé, báwọ ló yẹ kí o múra	wọ aṣọ tó wà ní ìbámu pẹ̀lú ìlànà ilé-ìwé rẹ	wọ aṣọ tí kò sí ní ìbámu pẹ̀lú ìlànà ilé-ìwé rẹ	0
ó wà nínú ilé-ìjọsìn, báwo ló ṣe yẹ kí o hu ìwà	hú wà pẹ̀lú ẹ̀mí ìrẹ̀lẹ̀ àti sùúrù	hú wà pẹ̀lú ẹ̀mí jàgídíjàgan àti àìnìsùúrù	0
wọ́n fi ìwé pè ẹ wá sí òde, àmọ́ o ò ní lè lọ, báwo ló yẹ kí o ṣe sọ fún ẹni tó pé ọ́	fi ohùn tútù sọ fún ẹni tó fìwé pè ọ́ pé o kò ní lè wá	fi ohùn líle sọ fún ẹni tó fìwé pè ọ́ pé o kò ní lè wá	0
a dá ìwé rẹ padà fún àtúnṣe, báwo ló yẹ kí o ṣe ṣe	dúpẹ lọ́wọ́ ẹni náà, kí o sì ṣe àtunṣe	faraya fún ẹni náà, kí o sì ṣe àtunṣe	0
báwo ni wọ́n ṣe ń po ògì	gbé omi sí orí iná, da ògì sínú abọ́ míràn, bú omi gbígbóná si, kọ́kọ́ po ògì pèlù omi gbígbóná kí o to rò ó lóri iná	gbé omi sí orí iná, da ògì sínú abọ́ míràn, bú omi tútù si, kọ́kọ́ ògì pèlù omi tútù kí o to ròó lóri iná	1
báwo ní wọn ṣe ń ká kòkó	fí ànkọ́rọ́ ká kókó lára igi rẹ̀	fí òkúta ká kókó lára igi rẹ̀	0
ìgbésẹ̀ wo ní àgbẹ̀ máa ń gbé lẹ́yìn tí wọ́n bá ti gbi iṣu tán	ri igi mọ́lẹ̀ sí ara ebè, kí ewé isú náà lè so mọ́ ọ	ri ẹ̀kún mọ́lẹ̀ sí ara ebè, kí ewé isú náà lè so mọ́ ọ	0
báwo ni wọ́n ń fi abẹ́rẹ́ rán aṣọ	kí òwú sínú abẹ́rẹ́, so ní ẹnu, bẹ́rẹ́ síní rán aṣọ tí o fẹ́ rán	kí òwú sínú abẹ́rẹ́, ṣíi ní ẹnu, bẹ́rẹ́ síní rán aṣọ tí o fẹ́ rán	0
báwo ní wọn ṣe ń fi òkúta lọ ata	kó ata náà ṣórí òkúta, fí ọlọ lọ̀ọ́ síwájú sí ẹ̀yìn	kó ata náà ṣórí òkúta, fí ọlọ lọ̀ọ́ sí ẹ̀yìn síwájú	0
lẹ́yìn tí ó bá tí da omi gbígbóná sínú kọ́pù láti po tíì	da mílíkì, mílò, súgà tàbí oyin tí o bá fẹ́, ro gbogbo rẹ̀ papọ̀	da mílíkì, mílò, súgà tàbí oyin tí o bá fẹ́, po gbogbo rẹ̀ papọ̀	1
láti gbé ìdọ̀tí jáde	kó o sínú ọ̀rá, so ó dáadáa, lẹ́yìn náà sọ ọ́ sínú dọsibínì	kó o sínú pépà, so ó dáadáa, lẹ́yìn náà sọ ọ́ sínú dọsibínì	0
tí o ba ti gbé índómì ka ná	da íngrídẹ́ntì si, rẹ àlùbọ́sà sí i, dé pọ́tù tí o fi ń sè é	da íngrídẹ́ntì si, gé àlùbọ́sà sí i, dé pọ́tù tí o fi ń sè é	0
ṣí gáásì pẹ̀lú ọwọ́ tó tùtù/ń yọ̀	fi ọra sí ọwọ́ láti sí gáásì náà	fi aṣọ sí ọwọ́ láti sí gáásì náà	1
nu síténì tó wà lára ògiri	fi asọ sínú omi, fún aṣọ náà, lẹ́yìn fi nu síténì náà	fi asọ sínú omi, lọ aṣọ naà, lẹ́yìn fi nu síténì náà	0
láti pa lápútọ́pù rẹ	fa kọ́sọ̀ rẹ wá sí ibi stáat bọ́tìn, tẹ̀ ẹ́, lẹ́yìn náà tẹ sínbọ̀ àkọ́kọ́ láti pa lápútọ́pù	gbe kọ́sọ̀ rẹ wá sí ibi stáat bọ́tìn, tẹ̀ ẹ́, lẹ́yìn náà tẹ sínbọ̀ àkọ́kọ́ láti pa lápútọ́pù	0
lẹ́yìn tí ẹ bá tí ẹ bá tí pọ́npù, tí o sì ti kú,	fa síwíṣì sílẹ̀ láti pa pọ́npín maṣínì	fa síwíṣì sókè láti pa pọ́npín maṣínì	0
gbá owó lẹ́nu maṣínì ìgbowó	fi kádì ìgbowó rẹ sínú maṣínì ìgbowó, tẹ ìfàṣẹwọlé rẹ, tẹ̀lé ìlànà tó wà lójú fọ́nrán maṣínì náà	ki kádì ìgbowó rẹ sínú maṣínì ìgbowó, tẹ ìfàṣẹwọlé rẹ, tẹ̀lé ìlànà tó wà lójú fọ́nrán maṣínì náà	1
lẹ́yìn tó bá tí da ẹyin sínú, tí sì tí da àwọn èròjà tó kù si,	na ẹyin náà papọ̀	po ẹyin náà papọ̀	1
láti dẹ́kun ìsúnkèé	mu ọ̀pọ̀lọ́pọ̀ omi	fa ọ̀pọ̀lọ́pọ̀ ọmi	0
tí o baá tí fọ abọ́ tán	da oju rẹ̀ bó lẹ̀ kí ó lè ro omi dànù	da oju rẹ̀ bó lẹ̀ kí ó lè gbe omi dànù	0
dí ihò tí ó wà lára ògiri ilé	po sìmẹ́ntì papọ̀ pẹ̀lu omi, kí o sì fi dí ògiri náà	da sìmẹ́ntì papọ̀ pẹ̀lu omi, kí o sì fi dí ògiri náà	0
láti yọ ìṣó lára pákó	gba ámà tàbí òkúta mọ́ ibiṣóńṣó ìṣó náà títí tí yóò fi yọ kúrò lára igi pákó náà	lu ámà tàbí òkúta mọ́ ibiṣóńṣó ìṣó náà títí tí yóò fi yọ kúrò lára igi pákó náà	0
so okùn tí wọ́n ń sá aṣọ sí	fi apá okùn kan mọ́ igi tàbí irin, kí o sì tún fi apá kejì mọ igi tàbí irin míràn	lọ́ apá okùn kan mọ́ igi tàbí irin, kí o sì tún lọ́ apá kejì mọ igi tàbí irin míràn	1
láti yọ ǹkan tó jábọ́ sábẹ́ àga,	kúrú mọ́lẹ̀, kí o ki ọwọ́ tàbí bọ abẹ́ àga náà láti lè yọ ohun tí ó jábọ́	bẹ̀rẹ̀ mọ́lẹ̀, kí o ki ọwọ́ tàbí bọ abẹ́ àga náà láti lè yọ ohun tí ó jábọ́	1
lẹ́yìn tí wọ́n bá ti kọ iyán sínú ọ̀rá tàbí ewé, ọ̀nà wo lá tún lè fi bo iyán náà kí ó báa lè gbóná títí dí àsìkò tí wọ́n fẹ́ jẹ ẹ́	kó iyán sínú asọ ńlá, wà á wá fi í sínú kúlà	kó iyán sínú ọ̀rá ńlá, wà á wá fi í sínú kúlà	0
yọ ṣingọ́mù tí o lẹ̀ mọ́ abẹ́ tábìlì	fí eèkáná ṣí ṣingọ́mù náà lábẹ́ tábìlì	fí ìdérí bọ́tù ṣí ṣingọ́mù náà lábẹ tábìlì	0
ṣí kọ́kọ́rọ́ tí ó lè láti sí	bu epo òróró sí ojú ihò rẹ̀ kí o tó ṣí i	bu epo pupa sí ojú ihò rẹ̀ kí o tó ṣí i	1
wò bóyá bátírì fóònù tí kú pátápátá	yọ bátírì náà, fí ibi irin kékèké rẹ̀ sí ahọ́n	yọ bátírì náà, lá ibi irin kékèké rẹ̀ sí ahọ́n	0
lo tọ́ṣlaitì láì fi ọwọ́ kàn-án	lẹ́yìn tí ó bá ti tán iná tọ́slaitì yí, fí sí ìdí sí ẹnu	lẹ́yìn tí ó bá ti tán iná tọ́slaitì yí, fí sí ojú sí ẹnu	0
láti gbé ọmọ pọ̀n,	kọ́kọ́ gbé ọmọ náà pọ̀n, ro aṣọ/ọ̀já mọ ara ọmọ naà, sẹ̀sẹ̀ wá ró ìgbàjà mọ	kọ́kọ́ gbé ro aṣọ/ọ̀já mọ ara, sẹ̀sẹ̀ wá ró ìgbàjà mọ, lẹ́yìn wá gbé ọmọ náà pọ̀n,	0
tí o bá fẹ́ pa alakan ninú ihò rẹ,	dá omi tí ó lọ́ sínú ihò rẹ̀, yóò fúnra rẹ̀ jáde kúrò nínú ihò náà	dá omi gbígbóná sínú ihò rẹ̀, yóò fúnra rẹ̀ jáde kúrò nínú ihò náà	1
lati mú adiyẹ ní ìrọ̀rù,	da ewé sílẹ̀, jẹ́ kí wọ́n bẹ́rẹ́ síní jẹ àgbàdo náa, kí o to gbìyànjú àti mú u	da àgbàdo sílẹ̀, jẹ́ kí wọ́n bẹ́rẹ́ síní jẹ àgbàdo náa, kí o to gbìyànjú àti mú u	1
báwo ni o ṣe lè fún adiyẹ lóunjẹ	na àgbàdo sílẹ̀	da àgbàdo sílẹ̀	1
báwo ní o ṣe lè se mọ́ímọ́í eléwé	láti se mọ́ímọ́í eléwé, bú ẹ̀wà tí wọ́n tí lọ sínu ewé	láti se mọ́ímọ́í eléwé, bú ẹ̀wà tí wọ́n tí lọ sínu ọ̀rá	0
tí o bá fẹ́ bo ọgẹdẹ	bó èpó rẹ̀ láti òkè sí ìsàlẹ̀ kí o tó jẹ ọ̀gẹ̀dẹ̀ náà	bó èpó rẹ̀ láti ìsàlẹ̀ sí òkè kí o tó jẹ ọ̀gẹ̀dẹ̀ náà	0
la igi pẹ̀lú àíké	láti la igi, gbé aàíké sílẹ̀ pẹ̀lú ọwọ́ méjèjì, kí o sì agbára lu àíké náà mọ́ igi tí o fẹ́ là	láti la igi, gbé aàíké sókè pẹ̀lú ọwọ́ méjèjì, kí o sì agbára lu àíké náà mọ́ igi tí o fẹ́ là	1
tí ǹkan tí o bá dà sínú síńkì rẹ̀ nínú iyàrá ìdáná lọ dáradárá	ó lè fi ẹyọ ígbàlẹ kan ṣe ojú ẹ kí omi ǹkan náà lè lọ dáradára	ó lè fi ẹyọ ìwé kan ṣe ojú ẹ kí omi ǹkan náà lè lọ dáradára	0
lẹ́yìn ìgbà tí o bá ti gbé igi sórí tán	fí ọwọ́ sí iwájú rẹ̀ kí o rẹ̀ kí ó baà lè jòkò dáadáa	fí ọwọ́ sí ẹ̀gbẹ̀gbẹ̀ rẹ̀ kí o rẹ̀ kí ó baà lè jòkò dáadáa	1
tí o bá fẹ́ bẹ ẹ̀gẹ́ pẹ̀lú ọ̀bẹ́,	bẹ ẹ̀gẹ́ láti òkè sí ìsàlẹ̀ bíi ẹnipé ò ń bẹ iṣu	bẹ ẹ̀gẹ́ láti ìsàlẹ̀ sí òkè bíi ẹnipé ò ń bẹ iṣu	0
lẹ́yìn tí wọ́n bá ti sun pọ̀nmọ́ tán, rirẹ́ ló kàn, láti rẹ̀ pọ̀nmọ́	bú omi sínú abọ́ tí ó lè gba pọ̀nmọ́ tí o fẹ́ rẹ, fí pọ̀nmọ́ náà sínú ẹ̀ fún ìgbà tàbí ọjọ́ díẹ̀ títí yóò fi rẹ	bu omi sínú abọ́ tí ó lè gba pọ̀nmọ́ tí o fẹ́ rẹ, ju pọ̀nmọ́ náà sínú ẹ̀ fún ìgbà tàbí ọjọ́ díẹ̀ títí yóò fi rẹ	0
láti se ewedu, o nílò	ìjábẹ̀ láti fí lè ṣe ewédú náà kí o báa lè fà bí ó tí yẹ kí ó fà	ìgbálẹ̀̀ láti fí lè ṣe ewédú náà kí o báa lè fà bí ó tí yẹ kí ó fà	0
tí o bá ti se ẹyin tán tí o sì fẹ́ bó ẹyin náà	rọ́ra gbá ẹyin náà mọ́ ẹ̀gbẹ́ ògiri	gbá ẹyin náà mọ́ ẹ̀gbẹ́ ògiri	0
tẹ bọta si ori buredi rẹ	fi ọ̀bẹ́ tàbí ẹ̀yin ṣíbí fí máa tẹ̀ ẹ́ síwájú sẹ́yìn	fi ọ̀bẹ́ tàbí ẹ̀yin ṣíbí fí máa tẹ̀ ẹ́ sẹ́yìn síwájú	1
báwo lo ṣe lè tọ́jú ọ̀rá tàbí báágì pépá	ó lè ṣe ìtọ́jú rẹ̀ nípá fífi wọn sínú ihò	ó lè ṣe ìtọ́jú rẹ̀ nípà fífi wọn sínú ọ̀rá míràn	1
Bí àgbẹ̀ bá ṣetán láti sinmi nínú oko lẹ́yìn iṣẹ́ àṣekára  	Yóò bọ́ sínú àká láti sinmi	Yóò bọ́ sínú ahéré láti sinmi	1
Akọ̀pẹ tí ó fẹ́ gun igi òpẹ	Ó gbọ́dọ̀ ní igbà tí yóò fi di ara rẹ̀ mọ́ ọ̀pẹ bí ó bá tí ń gùún 	Ó gbọ́dọ̀ ní okùn tí yóò fi di ara rẹ̀ mọ́ ọ̀pẹ bí ó bá tí ń gùún 	0
Kì ńṣe ohun àjèjì fún onílé tí ó ní ajá	bí ajá bá rí àlejò, tí ó sì gbó	bí ajá bá rí àlejò, tí ó sì sálọ	0
Ní ilé olórogún, ìyálé ni:	Ìyàwó àkọ́kọ́ tí ọkọ fẹ́ sílé	Ìyàwó tó gbẹ̀yìn tí ọkọ fẹ́ sílé	0
Bí onílù bá ń lu ìyá-ìlù tí ó ti gbó	Ó gbúdọ̀ fi pẹ̀lẹ́ la akọ́rọ́ mọ, kí ó má baà ya.	Ó gbúdọ̀ fi pẹ̀lẹ́ la gọ̀ngọ́ mọ, kí ó má baà ya.	1
Kunlé-kunlé tí yóò kun apá òkè ilé alájà mẹ́ta	máa nílò àpótí ńlá láti gùn òkè.	máa nílò àkàbà gíga láti gùn òkè.	1
Lára àwọn ìhùwàsí tí kò lè ṣe àkóbá fún ìlera ènìyàn ni:	jíjẹ oúnje aṣaralóore níwọ̀ba	jíjẹ oúnje aṣaralóore tó pọ̀jù	0
Àwọn àgbàlagbà gbàgbọ́ wípé:	bí ọmọdé bá subú, yóò wẹ̀yìn wò láti lè mọ ohun tí ó gbe subú.	bí àgbàlagbà bá subú, yóò wẹ̀yìn wò láti lè mọ ohun tí ó gbe subú.	1
Láti lè ní àbáyọrí tí ó múnádóko nínu ìpaṣọláró:	Lo aṣọ funfun aláìlábàwọ́n pẹ̀lú aró gidi	Lo aṣọkáṣọ aláìlábàwọ́n pẹ̀lú aró gidi	0
Kínni orúkọ àpapọ̀ tí à ń pe àwọn tí wọ́n ń ṣe iṣẹ́ bì ránṣọránṣọ, afíngbá, ọ̀mọ̀lé, àti bẹ́ẹ̀ bẹ́ẹ̀ lọ? 	A má ń pè wọ́n ní oníṣọ̀nà	A má ń pè wọ́n ní oníṣẹ́-àdání	0
Bí a bá fẹ́ ya àwòrán fún ọmọdé ọmọ ọdún kan tí ó sunkún lọ́wọ́:	Àwọn òbi ọmọ náà tàbí ayàwòrán gbúdọ̀ kọ́kọ́ wọṣọ tuntun fún-un.	Àwọn òbi ọmọ náà tàbí ayàwòrán gbúdọ̀ kọ́kọ́ rẹ̀ẹ́ lẹ́kún.	1
Ọpọlọpọ ni kò mọ̀ pé òro dárà fún:	ìdínkù ìwúwo ara àti ìsàkóso súgà inú ẹ̀jẹ̀	ìdínkù aràn ara àti ìsàkóso súgà inú ẹ̀jẹ̀	0
Nínu eré bọ́ọ̀lù aláfẹsẹ̀gbá, bí agbábọ́ọ̀lù kan bá ṣè ìkà fún òmíràn lóri páápá:	Adarí eré lè kọ́kọ́ kìí nílọ̀ tàbí kí ó le jáde bí ìkà náà bá le gan.	Akọ́nimọ̀ọ́gbá lè kọ́kọ́ kìí nílọ̀ tàbí kí ó le jáde bí ìkà náà bá le gan.	0
A lè lo omi ọsàn wẹ́wẹ́ fún:	aláìsàn tí ó ń yàgbẹ́ gẹ́gẹ́ bíi ìtọ́jú kíákíá.	aláìsàn tí ó ń bì gẹ́gẹ́ bíi ìtọ́jú kíákíá.	1
Ní ilé àwọn ọlọ́bàtálá:	Wọn kìí mu ẹmu bẹ́ẹ̀ni wọn kìí jẹ ìgbín. Èwọ̀ ni.	Wọn kìí mu ẹmu bẹ́ẹ̀ni wọn kìí jẹ ìgbín ìlákọ̀ṣe. Èwọ̀ ni.	1
Bí o bá fẹ́ se iṣu àti ẹ̀wà:	Kọ́kọ́ da iṣu léná lẹ́yìn tí o bá tí ṣa ẹ̀wà tí o sì ti bẹ iṣu tán.	Kọ́kọ́ da ẹ̀wà léná lẹ́yìn tí o bá tí ṣa ẹ̀wà tí o sì ti bẹ iṣu tán.	0
Àwọn èròjà tí a fí ń ṣe ọ̀jọ̀jọ̀ ni:	Akọ iṣu, ata, iyọ̀, òróró pẹ̀lú ẹja. A tún lè fi wọ́n ṣe Àsáró.	Iṣu ewùrà, ata, iyọ̀, òróró pẹ̀lú ẹja. A tún lè fi wọ́n ṣe Ìkọ́kọrẹ́.	1
Ẹnití àìsàn àjẹsí ńṣe, léè máa:	Bì tàbí gùfẹ́ kíkan, pẹ̀lú inú rìru tí ó sì lè padà yọrí sí igbẹ́ yiyà ní lemọ́lemọ́.	Bì tàbí wúkọ́, pẹ̀lú inú rìru tí ó sì lè padà yọrí sí igbẹ́ yiyà ní lemọ́lemọ́.	0
Láti dẹ́kun ìwọn tí àwọn ẹranko fi ń ba irè oko jẹ́	Àgbẹ̀ lè ṣe ọgbà yí oko rẹ̀ ká tàbí kí ó dẹ pàkúté tàbí okùn fún àwọn ẹranko kékèke.	Àgbẹ̀ lè ṣe ògùn yí oko rẹ̀ ká tàbí kí ó dẹ pàkúté tàbí okùn fún àwọn ẹranko kékèke.	0
Ní àsìkò ọyẹ́:	Gbogbo ilẹ́ má ń kún fún omi, tí oru á sì máà mú. Gbogbo ara ní má ń funfun ní àkókò yí tí ó sì mú kí o pan dandan fún ọ̀pọ̀lọpọ̀ láti máa lo ìpara amáradán.	Gbogbo ilẹ́ má ń kún fún eruku, tí otútù á sì máà fẹ́. Gbogbo ara ní má ń funfun ní àkókò yí tí ó sì mú kí o pan dandan fún ọ̀pọ̀lọpọ̀ láti máa lo ìpara amáradán.	1
Láti dín dòdò:	Kọ́kọ́ gé ọ̀gẹ̀dẹ̀ sí wẹ́wẹ́ kí o sì fi iyọ̀ díẹ̀ paá, lẹ́yìn eléyìí, da epo tàbí òróró léná kí o sì da ọ̀gẹ̀dẹ̀ tí o gé si. 	Kọ́kọ́ gé ọ̀gẹ̀dẹ̀ sí wẹ́wẹ́ kí o sì fi ata díẹ̀ paá, lẹ́yìn eléyìí, da epo tàbí òróró léná kí o sì da ọ̀gẹ̀dẹ̀ tí o gé si. 	0
Bí osàn ti dára tó fún ìlera ènìyàn:	àmujù rẹ̀ léè fa kí inú máa kan ni.	àmujù rẹ̀ léè fa kí eyín máa kan ni.	1
Báwo ni a ṣe lè rékọjá odò ńlá tí ó pín ìlú méjì níyà?	Wọ ọkọ́ alùpùpù tí ó ńlọ sí òdìkejì. Bẹ́ẹ̀ sì ni, ó dára bí o bá mọ odò wẹ̀ nítorí ìjàmbá ọkọ̀. 	Wọ ọkọ́ ojú-omi tí ó ńlọ sí òdìkejì. Bẹ́ẹ̀ sì ni, ó dára bí o bá mọ odò wẹ̀ nítorí ìjàmbá ọkọ̀. 	1
Bí ẹ̀fọn bá jẹ ni ní àpọ̀jù:	Ó lè fa ibà, pàápàá jùlọ bí ènìyàn bá ń ṣiṣẹ́ líle láì nísimi.	Ó lè fa inú rírun, pàápàá jùlọ bí ènìyàn bá ń ṣiṣẹ́ líle láì nísimi.	0
Lára àwọn àmì ìdámọ̀ oyún nínu obìnrin ni:	Yóò máà tutọ́, ó sì lè máà bi tabí tọ̀ séréséré. Ó tún lè máa rẹ̀ẹ́ gidigidi.	Yóò máà gbọ̀n, ó sì lè máà bi tabí tọ̀ séréséré. Ó tún lè máa rẹ̀ẹ́ gidigidi.	0
Yàtọ̀ sí wípé a má ń sè àgbàdo jẹ, a tún lè:	sá àgbàdo náà kí ó gbẹ kí á sì fi ṣe Moinmoin.	sá àgbàdo náà kí ó gbẹ kí á sì fi ṣe ògì.	1
Ìyàtọ̀ tó wà láàrin ẹ̀wà àgọ̀yìn àtí ẹ̀wà alágbàdo ni:	Èkíní jẹ́ àsèpọ̀ ẹ̀wà àti àgbàdo nígbàtí èkejì jẹ́ ẹ̀wà tí a sè tí ó ki pọ́pọ́ tí a sì dín ata si.	Èkejì jẹ́ àsèpọ̀ ẹ̀wà àti àgbàdo nígbàtí èkíní jẹ́ ẹ̀wà tí a sè tí ó ki pọ́pọ́ tí a sì dín ata si.	1
Ránṣọránṣọ tí ó fẹ́ gba ìwọn oníbàárà rẹ́ fún ẹ̀wu bùbá	Máa wọn gígùn apá, fífẹ̀ ọrùn àti títóbi ara oníbàárà náà.	Máa wọn gígùn apá, fífẹ̀ ọrùn àti títóbi orí oníbàárà náà.	0
Láti mú ẹja lódo pẹ́lú ìwọ̀:	Fi ìjẹ̀ bíì ekòló, ànkèré, olóǹto tàbí ẹja kékeré sí ẹnu ìwọ̀ kí o tó sọọ́ sódò. Eléyìí yóò fa ẹja mọ́ra.	Fi ìjẹ̀ bíì ekòló, áyán, olóǹto tàbí ejò kékeré sí ẹnu ìwọ̀ kí o tó sọọ́ sódò. Eléyìí yóò fa ẹja mọ́ra.	0
Bí òjò bá fẹ́ rọ̀:	Ní gbogbo ìgbà, ojú ọjọ́ yóò dúdú, tí ìjì yóò sì jà ní líle.	Ní ìgbà míràn, ojú ọjọ́ yóò dúdú, tí ìjì yóò sì jà ní líle.	1
Ẹnití ó fẹ́ sin àwọn adìyẹ gbúdò múra latí	Máa fún wọn ní oúnjẹ àti omi lóòrèkóòrè, kí ó sì máa tún ilé wọn ṣe lójojúmọ́. Eléyìí yóò ran ìlera wọn lọ́wọ́. 	Máa fún wọn ní ìrẹsì àti omi lóòrèkóòrè, kí ó sì máa tún ilé wọn ṣe lẹ́ẹ̀kan lóṣù. Eléyìí yóò ran ìlera wọn lọ́wọ́.	0
Fún ẹni tí ó ní àìsàn ọgbẹ́ inú líle	Ó dára láti máa fi ata níwọ̀nba sínu oúnjẹ wọn kí wọ́n má ba jẹ ìrora tinú.	Ó pan dandan láti máa fi ata níwọ̀nba sínu oúnjẹ wọn kí wọ́n má ba jẹ ìrora tinú.	1
Àwọn ọ̀nà tí a lè fi pa iná tí kò tíì jó ní àjójù	Ó lè lo omi lásán tí kò bá ńṣe iná pẹtirólù tàbí omi ọṣẹ fún àbáyọrí kíákíá. O tún lè lo iyẹ̀pẹ̀.	Ó lè lo omi òkun tí kò bá ńṣe iná pẹtirólù tàbí omi ọṣẹ fún àbáyọrí kíákíá. O tún lè lo iyẹ̀pẹ̀.	0
Irú ìmúra tí ó bá ìgbà òjò mu	Aṣọ tí kò fẹ́lẹ́, fìlà, aṣọ òtútù àti bàtà tí kì ń yọ̀.	Aṣọ ìbora, ìgò ojú, aṣọ òtútù àti bàtà tí kì ń yọ̀.	0
Báwo ni a ṣe lè fi ewúro sínú obẹ̀ Ẹ̀gúsí?	Ṣan ewúro náà, kí o sì gbó dáradára nínu omi tí kò pọ̀jù latí lè dín ìkorò rẹ̀ kù. Lẹ́yìn náà, dàá sínu ọbẹ̀ Ẹ̀gusí náà nígbà tì kò sí lórí iná mọ́.	Ṣan ewúro náà, kí o sì gbó dáradára nínu omi tí kò pọ̀jù latí lè dín ìkorò rẹ̀ kù. Lẹ́yìn náà, dàá sínu ọbẹ̀ Ẹ̀gusí náà lórí iná.	1
Òwe "ẹní bá ma joyin inú àpáta kìí wẹnu àáké" túmò si:	Ònà sí àṣeyọrí kún fún ọ̀pọ̀lọpọ̀ ìdojúkọ, béè sì ni ẹní ma ṣe àṣeyọrí gbọ́dọ̀ múra tán fún àwọn ìdojúkọ yìí.	Ònà sí àṣeyọrí kún fún ọ̀pọ̀lọpọ̀ àpáta, béè sì ni ẹní ma ṣe àṣeyọrí gbọ́dọ̀ múra tán fún àwọn àpáta yìí.	1
